Код,Номер распоряжения,Заказчик,ИНН Заказчика,Подрядчик,ИНН Подрядчика,Район,Адрес,Вид ограничения,Вид работ,Дата начала ограничения,Дата окончания ограничения,Дата снятия ограничения,Уточнение срока,Документы,Мониторинг,Основание,ПСП,МСК,Административное дело
447099,46-зд от 22.02.2023,спб гку 'додд',7801145804,спб гку 'додд',7801145804,калининский,"санкт-петербург, перекресток ул.руставели и пр.просвещения",огранич.движения,работы по реконструкции светофорного объекта,20230225,20230325,20230328,(этапы 1 и 2 последовательно),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=582689&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=447099&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e509052&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=415184&p3=243&p4=447099,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=193022&p3=93&p4=447099,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e447099&msk=0&t=1
447101,44-зд от 22.02.2023,гуп 'водоканал санкт-петербурга',7830000426,гуп 'водоканал санкт-петербурга',7830000426,выборгский,ул.шишкина (посёлок парголово) у д.63),полное закрытие дв,работы по строительству инженерных сетей,20230314,20230323,20230328,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=582694&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=447101&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e446583&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=415427&p3=234&p4=447101,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=193115&p3=56&p4=447101,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e447101&msk=0&t=1
447111,43-зд от 22.02.2023,гуп 'водоканал санкт-петербурга',7830000426,гуп 'водоканал санкт-петербурга',7830000426,московский,сызранская ул. от благодатной ул. до ул.решетникова),огранич.движения,работы по строительству инженерных сетей,20230225,20230402,20230404,(этапы 1-4 последовательно),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=582687&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=447111&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e446587&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=415661&p3=238&p4=447111,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=193171&p3=70&p4=447111,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e447111&msk=0&t=1
447114,48-зд от 22.02.2023,гуп 'водоканал санкт-петербурга',7830000426,гуп 'водоканал санкт-петербурга',7830000426,петроградский,ординарная ул. от большого пр.п.с. до малого пр.п.с.),полное закрытие дв,работы по строительству инженерных сетей,20230315,20230324,20230330,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=582886&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=447114&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e446593&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=415899&p3=234&p4=447114,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=193241&p3=55&p4=447114,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e447114&msk=0&t=1
447115,47-зд от 22.02.2023,пао 'россети ленэнерго',7803002209,пао 'россети ленэнерго',7803002209,выборгский,гренадерская ул. от большого сампсониевского пр. до лесного пр.),огранич.движения,работы по прокладке электрокабеля,20230301,20230429,20230430,(этап 1),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=582890&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=447115&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e508054&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=416133&p3=246&p4=447115,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=193296&p3=104&p4=447115,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e447115&msk=0&t=1
447258,50-зд от 28.02.2023,гуп 'водоканал санкт-петербурга',7830000426,гуп 'водоканал санкт-петербурга',7830000426,приморский,моховая ул. (посёлок лисий нос) от холмистой ул. до боровой ул.),полное закрытие дв,работы по строительству инженерных сетей,20230315,20230321,20230720,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=583049&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=447258&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e446596&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=416379&p3=234&p4=447258,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=193400&p3=51&p4=447258,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e447258&msk=0&t=1
447260,53-зд от 28.02.2023,ооо 'петербурггаз',7838017541,ооо 'петербурггаз',7838017541,выборгский,"тополиная ул. (посёлок парголово,территория осиновая роща) у юкковского шоссе)",полное закрытие дв,работы по строительству газопровода,20230306,20230312,20230315,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=583047&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=447260&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e446658&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=416613&p3=238&p4=447260,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=193451&p3=76&p4=447260,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e447260&msk=0&t=1
447262,51-зд от 28.02.2023,ооо 'петербурггаз',7838017541,ооо 'петербурггаз',7838017541,приморский,ореховская ул. (посёлок лисий нос) от захарьевской ул. до конца улицы),полное закрытие дв,работы по строительству газопровода,20230427,20230530,20230531,(этап 2) и с 29.05.2023 по 30.05.2023 (этап 3),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=583043&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=447262&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e446685&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=416851&p3=234&p4=447262,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=193527&p3=51&p4=447262,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e447262&msk=0&t=1
447271,49-зд от 28.02.2023,гуп 'водоканал санкт-петербурга',7830000426,ооо 'энергетическое строительство',7813548237,московский,толмачёвская ул. от быковской ул. до стартовой ул.),полное закрытие дв,работы по прокладке канализации,20230304,20230609,20230616,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=583046&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=447271&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e509069&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=417085&p3=247&p4=447271,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=193578&p3=105&p4=447271,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e447271&msk=0&t=1
447274,52-зд от 28.02.2023,спб гку 'додд',7801145804,спб гку 'додд',7801145804,красногвардейский,"Cанкт-петербург, перекресток пискарёвского пр. и пр.металлистов",огранич.движения,работы по реконструкции светофорного объекта,20230315,20230414,20230424,(этапы 2-7 последовательно),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=583093&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=447274&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-DR&id1=e487198&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=417332&p3=251&p4=447274,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=193683&p3=124&p4=447274,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e447274&msk=0&t=1
447297,54-зд от 01.03.2023,спб гку 'управление заказчика',7840014918,ооо 'энергетическое строительство',7813548237,колпинский,"ул.гоголя (посёлок петро-славянка) от полевой ул. до конца улицы, без перекрестка с лесным пр.; полевая ул.)",полное закрытие дв,работы по прокладке инженерных сетей,20230306,20230827,20240304,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=583166&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=447297&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-DR&id1=e487203&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=417583&p3=243&p4=447297,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=193807&p3=88&p4=447297,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e447297&msk=0&t=1
447299,56-зд от 01.03.2023,ооо 'сз 'спб реновация - колпино',7841095941,ооо 'сз 'спб реновация - колпино',7841095941,колпинский,павловская ул. (г.колпино) от ул.губина до ул.танкистов),огранич.движения,работы по устройству въезда-выезда,20230304,20230320,20230322,(этап 1),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=583165&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=447299&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-DR&id1=e509079&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=417826&p3=243&p4=447299,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=193895&p3=86&p4=447299,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e447299&msk=0&t=1
447304,55-зд от 01.03.2023,гуп 'водоканал санкт-петербурга',7830000426,гуп 'водоканал санкт-петербурга',7830000426,выборгский,ручейная ул. (посёлок левашово) от пр.карпова до пр.карла маркса),полное закрытие дв,работы по строительству инженерных сетей,20230320,20230329,20230406,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=583092&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=447304&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e446656&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=418069&p3=234&p4=447304,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=193981&p3=58&p4=447304,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e447304&msk=0&t=1
447391,58-зд от 02.03.2023,ооо 'петербурггаз',7838017541,ооо 'петербурггаз',7838017541,московский,"люботинский пр. от ул.кондратенко до рощинской ул., иркутская ул. от люботинского пр. до цветочной ул.)",полное закрытие дв,работы по прокладке инженерных сетей,20230331,20230414,20230419,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=583402&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=447391&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e508974&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=418303&p3=252&p4=447391,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=194039&p3=119&p4=447391,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e447391&msk=0&t=1
447396,59-зд от 02.03.2023,спб гку 'дирекция заказчика',7825459800,ао 'ремфасад',7825352172,центральный,ул.восстания у д.19),огранич.движения,работы по размещению фасадных лесов,20230310,20231229,20240109,(этапы 1-5 последовательно),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=583416&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=447396&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-DR&id1=e507366&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=418555&p3=242&p4=447396,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=194158&p3=89&p4=447396,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e447396&msk=0&t=1
447404,57-зд от 02.03.2023,спб гку 'дирекция заказчика',7825459800,ао 'ремфасад',7825352172,адмиралтейский,большая подьяческая ул. у д.58 по садовой ул.),огранич.движения,работы по размещению пешеходной галереи и фасадных лесов,20230310,20241013,-,(этапы 1-7 последовательно),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=583414&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=447404&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-DR&id1=e509016&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=418797&p3=234&p4=447404,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=194247&p3=53&p4=447404,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e447404&msk=0&t=1
447454,62-зд от 06.03.2023,ооо 'петербурггаз',7838017541,ооо 'петербурггаз',7838017541,выборгский,придорожная аллея у пр.энгельса),огранич.движения,работы по ремонту инженерных коммуникаций,20230421,20230424,20230503,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=583524&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=447454&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e509104&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=419031&p3=234&p4=447454,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=194300&p3=58&p4=447454,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e447454&msk=0&t=1
447592,61-зд от 06.03.2023,спб гбу 'мостотрест',7806215195,ао 'стройинвест',7825697956,адмиралтейский,"наб.р.мойки , наб.крюкова канала, большая морская ул., поцелуев мост)",огранич.движения,работы по ремонту набережной,20230309,20231015,20231110,(этапы 1-3 последовательно),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=583522&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=447592&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e509158&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=419265&p3=255&p4=447592,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=194358&p3=139&p4=447592,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e447592&msk=0&t=1
447593,60-зд от 06.03.2023,спб гку 'дирекция транспортного строительства',7825342390,ао 'трест',7840008449,выборгский,боткинская ул. от ул.академика лебедева до большого сампсониевского пр.),огранич.движения,работы по ремонту трамвайных путей,20230309,20230422,20230425,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=583525&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=447593&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e487364&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=419520&p3=234&p4=447593,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=194497&p3=55&p4=447593,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e447593&msk=0&t=1
447605,64-зд от 06.03.2023,спб гку 'додд',7801145804,спб гку 'додд',7801145804,выборгский,"санкт-петербург, перекресток пр.художников и пр.луначарского",огранич.движения,работы по реконструкции светофорного объекта,20230310,20230406,20231027,(этапы 1-6 последовательно),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=583609&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=447605&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e509152&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=419754&p3=243&p4=447605,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=194552&p3=95&p4=447605,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e447605&msk=0&t=1
447608,63-зд от 06.03.2023,ооо 'петербурггаз',7838017541,ооо 'петербурггаз',7838017541,приморский,ул.аккуратова от афонской ул. до фермского шоссе; солунская ул. у 3-ей линии 1-й половины),огранич.движения,работы по ремонту инженерных сетей,20230414,20230420,20230424,(в ночное время с 23:00 до 06:00) (этап 3) и с 18.04.2023 по 20.04.2023 (этап 4),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=583610&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=447608&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-DR&id1=e509030&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=419997&p3=243&p4=447608,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=194647&p3=89&p4=447608,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e447608&msk=0&t=1
447616,65-зд от 07.03.2023,ооо 'петербурггаз',7838017541,ооо 'петербурггаз',7838017541,невский,ул.коллонтай от товарищеского пр. до ул.лопатина),огранич.движения,работы по прокладке газопровода,20230320,20230503,20230511,(этап 9.1),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=583611&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=447616&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e508149&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=420240&p3=247&p4=447616,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=194736&p3=105&p4=447616,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e447616&msk=0&t=1
447627,66-зд от 07.03.2023,гуп 'тэк спб',7830001028,ооо 'энергосеть',5001061220,кронштадтский,посадская ул. (г.кронштадт) от ул.восстания до ул.велещинского),полное закрытие дв,работы по реконструкции тепловой сети,20230310,20240909,-,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=583623&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=447627&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-DR&id1=e487327&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=420487&p3=234&p4=447627,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=194841&p3=55&p4=447627,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e447627&msk=0&t=1
447632,70-зд от 09.03.2023,гуп 'водоканал санкт-петербурга',7830000426,ооо 'скн нвк',7838057216,кронштадтский,цитадельское шоссе (г.кронштадт) от узла у дюкерной камеры до ул. зосимова),полное закрытие дв,работы по реконструкции инженерных сетей,20230313,20230511,20230518,(этапы 1 и 2 последовательно),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=583741&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=447632&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e509136&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=420721&p3=254&p4=447632,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=194896&p3=136&p4=447632,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e447632&msk=0&t=1
447644,67-зд от 07.03.2023,ооо 'петербурггаз',7838017541,ооо 'петербурггаз',7838017541,выборгский,большой сампсониевский пр. от кантемировской ул. до 1-го муринского пр.),огранич.движения,работы по прокладке газопровода,20230322,20230530,20230601,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=583624&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=447644&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e507505&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=420975&p3=238&p4=447644,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=195032&p3=72&p4=447644,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e447644&msk=0&t=1
447649,68-зд от 07.03.2023,спб гку 'управление заказчика',7840014918,ооо 'су-19',7814422156,калининский,пр.науки от ул.акадмика константинова до тихорецкого пр.),огранич.движения,работы по реконструкции газопровода,20230316,20230630,20230807,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=583861&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=447649&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e508459&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=421213&p3=251&p4=447649,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=195104&p3=131&p4=447649,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e447649&msk=0&t=1
447728,69-зд от 09.03.2023,ооо 'петербурггаз',7838017541,ооо 'петербурггаз',7838017541,невский,пр.обуховской обороны от большого смоленского пр. до смоляной ул.),огранич.движения,работы по реконструкции газопровода,20230313,20230718,20230719,(этапы 1-6 последовательно),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=583671&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=447728&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e508644&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=421464&p3=233&p4=447728,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=195235&p3=54&p4=447728,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e447728&msk=0&t=1
447743,71-зд от 09.03.2023,гуп 'водоканал санкт-петербурга',7830000426,гуп 'водоканал санкт-петербурга',7830000426,кировский,"пл.стачек перекопская ул.,промышленная ул., старо-петергофский пр.)",огранич.движения,работы по реконструкции водопроводной сети,20230313,20230608,20230718,(этапы 5-9 последовательно),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=583743&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=447743&t=1,не ордер гати,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=421697&p3=258&p4=447743,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=195289&p3=151&p4=447743,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e447743&msk=0&t=1
447770,72-зд от 09.03.2023,ооо 'дворцовая панорама',7841095532,ооо 'дворцовая панорама',7841095532,центральный,мошков пер,огранич.движения,работы по размещению пешеходной галереи,20230316,20230427,20230614,"(этапы 2, 3 последовательно)",http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=583932&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=447770&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e506670&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=421955&p3=234&p4=447770,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=195440&p3=55&p4=447770,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e447770&msk=0&t=1
447848,73-зд от 13.03.2023,ооо 'петербурггаз',7838017541,ооо 'петербурггаз',7838017541,выборгский,"кооперативная ул. (посёлок парголово,торфяное) от ул.вологдина до донецкой ул.)",полное закрытие дв,работы по строительству газопровода,20230401,20230518,20230522,(этап 2) и с 15.05.2023 по 18.05.2023 (этапы 3 и 4 последовательно),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=583931&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=447848&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e447135&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=422189&p3=234&p4=447848,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=195495&p3=52&p4=447848,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e447848&msk=0&t=1
447853,74-зд от 14.03.2023,спб гку 'управление заказчика',7840014918,ооо 'энергетическое строительство',7813548237,колпинский,совхозный пр. (посёлок петро-славянка) от д.6 до д.20),огранич.движения,работы по прокладке инженерных сетей,20230318,20230429,20240304,(этап 1.2),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=584091&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=447853&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e509200&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=422423&p3=243&p4=447853,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=195547&p3=86&p4=447853,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e447853&msk=0&t=1
447859,75-зд от 14.03.2023,гуп 'водоканал санкт-петербурга',7830000426,гуп 'водоканал санкт-петербурга',7830000426,колпинский,ленинградская ул. (г.колпино) от межевой ул. до ивановской ул.),полное закрытие дв,работы по строительству инженерных сетей,20230424,20230510,20230511,(этапы 1 и 2 последовательно),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=584302&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=447859&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e446591&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=422666&p3=234&p4=447859,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=195633&p3=51&p4=447859,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e447859&msk=0&t=1
